"","Hugo.Symbol","Entrez.Gene.ID","GRCh37.Isoform","GRCh37.RefSeq","GRCh38.Isoform","GRCh38.RefSeq","X..of.occurrence.within.resources..Column.D.J.","OncoKB.Annotated","Is.Oncogene","Is.Tumor.Suppressor.Gene","MSK.IMPACT","MSK.HEME","FOUNDATION.ONE","FOUNDATION.ONE.HEME","Vogelstein","SANGER.CGC.05.30.2017.","Oncogene_TSG"
"838","CILK1",22858,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"839","CKS1B",1163,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"840","CLIP1",6249,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"841","CLP1",10978,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"842","CNBP",7555,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"843","CNOT3",4849,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"844","COL2A1",1280,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"845","CPS1",1373,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"846","CRTC1",23373,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"847","CRTC3",64784,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"848","CSF1",1435,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"849","CUL4A",8451,"","","","",1,"No","No","No","No","No","Yes","No","No","No","Unkown"
"850","CYP17A1",1586,"","","","",1,"No","No","No","No","No","Yes","No","No","No","Unkown"
"851","DAZAP1",26528,"ENST00000233078","NM_018959.3","ENST00000233078","NM_018959.3",1,"Yes","No","No","No","No","No","No","No","No","Unkown"
"852","DCTN1",1639,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"853","DDB2",1643,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"854","DDR1",780,"","","","",1,"No","No","No","No","No","Yes","No","No","No","Unkown"
"855","DDX4",54514,"ENST00000505374","NM_024415.2","ENST00000505374","NM_024415.2",1,"Yes","Yes","No","No","No","No","No","No","No","Oncogene"
"856","DDX41",51428,"ENST00000507955","NM_016222.2","ENST00000330503","NM_016222.2",1,"Yes","No","Yes","No","No","No","No","No","No","TSG"
"857","DDX5",1655,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"858","DKK1",22943,"ENST00000373970","NM_012242.2","ENST00000373970","NM_012242.2",1,"Yes","No","No","No","No","No","No","No","No","Unkown"
"859","DKK2",27123,"ENST00000285311","NM_014421.2","ENST00000285311","NM_014421.2",1,"Yes","No","No","No","No","No","No","No","No","Unkown"
"860","DKK3",27122,"ENST00000326932","NM_001018057.1","ENST00000326932","NM_001018057.1",1,"Yes","No","No","No","No","No","No","No","No","Unkown"
"861","DKK4",27121,"ENST00000220812","NM_014420.2","ENST00000220812","NM_014420.2",1,"Yes","No","No","No","No","No","No","No","No","Unkown"
"862","DUSP2",1844,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"863","DUSP9",1852,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"864","EIF3E",3646,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"865","ELK4",2005,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"866","ELN",2006,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"867","ELP2",55250,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"868","EPHB4",2050,"","","","",1,"No","No","No","No","No","Yes","No","No","No","Unkown"
"869","ERC1",23085,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"870","ETS1",2113,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"871","EXOSC6",118460,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"872","EXT1",2131,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"873","EXT2",2132,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"874","FAF1",11124,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"875","FAT4",79633,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"876","FBXO31",79791,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"877","FES",2242,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"878","FGF12",2257,"","","","",1,"No","No","No","No","No","Yes","No","No","No","Unkown"
"879","FIP1L1",81608,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"880","FLYWCH1",84256,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"881","FNBP1",23048,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"882","FRS2",10818,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"883","GABRA6",2559,"","","","",1,"No","No","No","No","No","Yes","No","No","No","Unkown"
"884","GADD45B",4616,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"885","GATA4",2626,"","","","",1,"No","No","No","No","No","Yes","No","No","No","Unkown"
"886","GATA6",2627,"","","","",1,"No","No","No","No","No","Yes","No","No","No","Unkown"
"887","GMPS",8833,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"888","GOLGA5",9950,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"889","GOPC",57120,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"890","GPC3",2719,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"891","GRM3",2913,"","","","",1,"No","No","No","No","No","Yes","No","No","No","Unkown"
"892","GTSE1",51512,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"893","H3C15",333932,"ENST00000331491","NM_001005464.2","ENST00000331491","NM_001005464.2",1,"Yes","No","No","No","No","No","No","No","No","Unkown"
"894","H3P6",440926,"ENST00000316450","null","ENST00000369387","null",1,"Yes","No","No","No","No","No","No","No","No","Unkown"
"895","HIRA",7290,"","","","",1,"No","No","No","No","Yes","No","No","No","No","Unkown"
"896","HNRNPA2B1",3181,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"897","HOOK3",84376,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"898","HOXA3",3200,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"899","HSD3B1",3283,"","","","",1,"No","No","No","No","No","Yes","No","No","No","Unkown"
"900","IKBKB",3551,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"901","IKZF2",22807,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"902","IL2",3558,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"903","IL6ST",3572,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"904","INPP5D",3635,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"905","IRF2",3660,"","","","",1,"No","No","No","No","No","Yes","No","No","No","Unkown"
"906","IRS4",8471,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"907","JAZF1",221895,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"908","KAT6B",23522,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"909","KCNJ5",3762,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"910","KDM2B",84678,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"911","KDM4C",23081,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"912","KEL",3792,"","","","",1,"No","No","No","No","No","Yes","No","No","No","Unkown"
"913","KLF2",10365,"ENST00000248071","NM_016270.2","ENST00000248071","NM_016270.2",1,"Yes","No","Yes","No","No","No","No","No","No","TSG"
"914","KLF3",51274,"ENST00000261438","NM_016531.5","ENST00000261438","NM_016531.5",1,"Yes","No","Yes","No","No","No","No","No","No","TSG"
"915","KLF6",1316,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"916","KLK2",3817,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"917","KNL1",57082,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"918","KTN1",3895,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"919","LARP4B",23185,"ENST00000316157","NM_015155.2","ENST00000316157","NM_015155.2",1,"Yes","No","No","No","No","No","No","No","No","Unkown"
"920","LCP1",3936,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"921","LIFR",3977,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"922","LMNA",4000,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"923","LRIG3",121227,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"924","LRP5",4041,"ENST00000294304","NM_001291902.1","ENST00000294304","NM_001291902.1",1,"Yes","Yes","Yes","No","No","No","No","No","No","Oncogene"
"925","LRP6",4040,"ENST00000261349","NM_002336.2","ENST00000261349","NM_002336.2",1,"Yes","Yes","No","No","No","No","No","No","No","Oncogene"
"926","LRRK2",120892,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"927","LTK",4058,"","","","",1,"No","No","No","No","No","Yes","No","No","No","Unkown"
"928","MAGED1",9500,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"929","MAML2",84441,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"930","MAP3K6",9064,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"931","MAP3K7",6885,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"932","MBD6",114785,"ENST00000355673","NM_052897.3","ENST00000355673","NM_052897.3",1,"Yes","No","Yes","No","No","No","No","No","No","TSG"
"933","MDS2",259283,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"934","MEF2C",4208,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"935","MEF2D",4209,"ENST00000348159","NM_005920.3","ENST00000348159","NM_005920.3",1,"Yes","Yes","No","No","No","No","No","No","No","Oncogene"
"936","MERTK",10461,"","","","",1,"No","No","No","No","No","Yes","No","No","No","Unkown"
"937","MIB1",57534,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"938","MIDEAS",91748,"ENST00000286523","NM_001043318.2","ENST00000286523","NM_001043318.2",1,"Yes","No","Yes","No","No","No","No","No","No","TSG"
"939","MKI67",4288,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"940","MKNK1",8569,"","","","",1,"No","No","No","No","No","Yes","No","No","No","Unkown"
"941","MLLT11",10962,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"942","MNX1",3110,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"943","MTCP1",4515,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"944","MYO18A",399687,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"945","MYO5A",4644,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"946","NAB2",4665,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"947","NACA",4666,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"948","NBEAP1",606,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"949","NCOA1",8648,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"950","NCOA4",8031,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"951","NFATC2",4773,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"952","NFIB",4781,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"953","NFKBIE",4794,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"954","NOD1",10392,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"955","NONO",4841,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"956","NUTM2B",729262,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"957","OLIG2",10215,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"958","OMD",4958,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"959","PAG1",55824,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"960","PAK3",5063,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"961","PARP2",10038,"","","","",1,"No","No","No","No","No","Yes","No","No","No","Unkown"
"962","PARP3",10039,"","","","",1,"No","No","No","No","No","Yes","No","No","No","Unkown"
"963","PASK",23178,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"964","PATZ1",23598,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"965","PC",5091,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"966","PCLO",27445,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"967","PCSK7",9159,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"968","PDCD11",22984,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"969","PHF1",5252,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"970","PIK3C2B",5287,"","","","",1,"No","No","No","No","No","Yes","No","No","No","Unkown"
"971","POLQ",10721,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"972","POU5F1",5460,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"973","PPFIBP1",8496,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"974","PPP1CB",5500,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"975","PRCC",5546,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"976","PRF1",5551,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"977","PRKDC",5591,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"978","PRSS1",5644,"ENST00000311737","NM_002769.4","ENST00000311737","NM_002769.4",1,"Yes","No","No","No","No","No","No","No","No","Unkown"
"979","PRSS8",5652,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"980","PTK6",5753,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"981","PTK7",5754,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"982","PTPN13",5783,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"983","PTPN6",5777,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"984","PTPRB",5787,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"985","PTPRC",5788,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"986","PTPRK",5796,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"987","RALGDS",5900,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"988","RANBP2",5903,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"989","RASGEF1A",221002,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"990","RMI2",116028,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"991","RNF217-AS1",7955,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"992","RPL10",6134,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"993","RPL5",6125,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"994","RSPO3",84870,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"995","RUNX2",860,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"996","S1PR2",9294,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"997","SALL4",57167,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"998","SBDS",51119,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"999","SEC31A",22872,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1000","SEPTIN5",5413,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1001","SEPTIN6",23157,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1002","SEPTIN9",10801,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1003","SERP2",387923,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1004","SFPQ",6421,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"1005","SFRP1",6422,"ENST00000220772","NM_003012.4","ENST00000220772","NM_003012.4",1,"Yes","No","Yes","No","No","No","No","No","No","TSG"
"1006","SFRP2",6423,"ENST00000274063","NM_003013.2","ENST00000274063","NM_003013.2",1,"Yes","Yes","Yes","No","No","No","No","No","No","Oncogene"
"1007","SFRP4",6424,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"1008","SIX1",6495,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"1009","SLC1A2",6506,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1010","SLC45A3",85414,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"1011","SMARCA1",6594,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1012","SNCAIP",9627,"","","","",1,"No","No","No","No","No","Yes","No","No","No","Unkown"
"1013","SND1",27044,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"1014","SNX29",92017,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1015","SOCS2",8835,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1016","SOX10",6663,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1017","SS18L1",26039,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"1018","STAT1",6772,"ENST00000361099","NM_007315.3","ENST00000361099","NM_007315.3",1,"Yes","No","No","No","No","No","No","No","No","Unkown"
"1019","STAT2",6773,"ENST00000314128","NM_005419.3","ENST00000314128","NM_005419.3",1,"Yes","No","No","No","No","No","No","No","No","Unkown"
"1020","STAT4",6775,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1021","STIL",6491,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"1022","STRN",6801,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"1023","TAF1",6872,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1024","TCEA1",6917,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"1025","TCF12",6938,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"1026","TCL1B",9623,"ENST00000340722","NM_004918.3","ENST00000340722","NM_004918.3",1,"Yes","Yes","No","No","No","No","No","No","No","Oncogene"
"1027","TEC",7006,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1028","TERC",7012,"","","","",1,"No","No","No","No","No","Yes","No","No","No","Unkown"
"1029","TFEB",7942,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"1030","TFPT",29844,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1031","TFRC",7037,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1032","TIPARP",25976,"","","","",1,"No","No","No","No","No","Yes","No","No","No","Unkown"
"1033","TLE1",7088,"ENST00000376499","NM_001303103.1","ENST00000376499","NM_001303103.1",1,"Yes","No","No","No","No","No","No","No","No","Unkown"
"1034","TLE2",7089,"ENST00000262953","NM_003260.4","ENST00000262953","NM_003260.4",1,"Yes","No","No","No","No","No","No","No","No","Unkown"
"1035","TLE3",7090,"ENST00000558939","NM_005078.3","ENST00000558939","NM_005078.3",1,"Yes","No","No","No","No","No","No","No","No","Unkown"
"1036","TLE4",7091,"ENST00000376552","NM_007005.4","ENST00000376552","NM_007005.4",1,"Yes","No","No","No","No","No","No","No","No","Unkown"
"1037","TLL2",7093,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1038","TMEM30A",55754,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1039","TMSB4XP8",7117,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1040","TNFRSF11A",8792,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1041","TPR",7175,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"1042","TRIM27",5987,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"1043","TRIM33",51592,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"1044","TRRAP",8295,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"1045","TTL",150465,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1046","TUSC3",7991,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1047","TYRO3",7301,"","","","",1,"No","No","No","No","No","Yes","No","No","No","Unkown"
"1048","WAS",7454,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"1049","WDCP",80304,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"1050","WDR90",197335,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1051","WRN",7486,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"1052","XPA",7507,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"1053","XPC",7508,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"1054","YPEL5",51646,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1055","YWHAE",7531,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"1056","YY1",7528,"ENST00000262238","NM_003403.4","ENST00000262238","NM_003403.4",1,"Yes","Yes","No","No","No","No","No","No","No","Oncogene"
"1057","YY1AP1",55249,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1058","ZBTB20",26137,"ENST00000474710","NM_001164342.2","ENST00000474710","NM_001164342.2",1,"Yes","Yes","Yes","No","No","No","No","No","No","Oncogene"
"1059","ZBTB7A",51341,"","","","",1,"No","No","No","No","Yes","No","No","No","No","Unkown"
"1060","ZFP36L1",677,"ENST00000336440","NM_001244698.1","ENST00000336440","NM_001244698.1",1,"Yes","No","Yes","No","No","No","No","No","No","TSG"
"1061","ZMYM3",9203,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1062","ZNF24",7572,"","","","",1,"No","No","No","No","No","No","Yes","No","No","Unkown"
"1063","ZNF331",55422,"","","","",1,"No","No","No","No","No","No","No","No","Yes","Unkown"
"1064","ZNF750",79755,"ENST00000269394","NM_024702.2","ENST00000269394","NM_024702.2",1,"Yes","No","Yes","No","No","No","No","No","No","TSG"
